Pedal	Category	Type	Current Rating	Current Tag	New Rating	New Tag
=HYPERLINK("https://www.google.com/search?q=J.%20Rockett%20Archer%20guitar%20pedal"; "J. Rockett Archer")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=J.%20Rockett%20Archer%20Ikon%20guitar%20pedal"; "J. Rockett Archer Ikon")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=JHS%203%20Series%20Distortion%20guitar%20pedal"; "JHS 3 Series Distortion")	gain	Overdrive	6	burner		
=HYPERLINK("https://www.google.com/search?q=JHS%203%20Series%20Screamer%20guitar%20pedal"; "JHS 3 Series Screamer")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=JHS%20Angry%20Charlie%20V3%20guitar%20pedal"; "JHS Angry Charlie V3")	gain	Overdrive	7	screamer		
=HYPERLINK("https://www.google.com/search?q=JHS%20Angry%20Driver%20guitar%20pedal"; "JHS Angry Driver")	gain	Boost	5	burner		
=HYPERLINK("https://www.google.com/search?q=JHS%20Bender%20guitar%20pedal"; "JHS Bender")	gain	Fuzz	7	screamer		
=HYPERLINK("https://www.google.com/search?q=JHS%20Bonsai%20guitar%20pedal"; "JHS Bonsai")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=JHS%20Double%20Barrel%20V4%20guitar%20pedal"; "JHS Double Barrel V4")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=JHS%20Moonshine%20V2%20guitar%20pedal"; "JHS Moonshine V2")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=JHS%20Morning%20Glory%20V4%20guitar%20pedal"; "JHS Morning Glory V4")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=JHS%20Muffuletta%20guitar%20pedal"; "JHS Muffuletta")	gain	Fuzz	8	screamer		
=HYPERLINK("https://www.google.com/search?q=JHS%20PackRat%20guitar%20pedal"; "JHS PackRat")	gain	Distortion	7	screamer		
=HYPERLINK("https://www.google.com/search?q=JHS%20Prestige%20guitar%20pedal"; "JHS Prestige")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=JHS%20Supreme%20guitar%20pedal"; "JHS Supreme")	gain	Fuzz	7	screamer		
=HYPERLINK("https://www.google.com/search?q=Keeley%20D%26M%20Drive%20guitar%20pedal"; "Keeley D&M Drive")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Fuzz%20Bender%20guitar%20pedal"; "Keeley Fuzz Bender")	gain	Fuzz	7	screamer		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Katana%20Clean%20Boost%20guitar%20pedal"; "Keeley Katana Clean Boost")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Oxblood%20Overdrive%20guitar%20pedal"; "Keeley Oxblood Overdrive")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Red%20Dirt%20Overdrive%20guitar%20pedal"; "Keeley Red Dirt Overdrive")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Klon%20Centaur%20(Gold)%20guitar%20pedal"; "Klon Centaur (Gold)")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Klon%20Centaur%20(Silver)%20guitar%20pedal"; "Klon Centaur (Silver)")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Klon%20KTR%20guitar%20pedal"; "Klon KTR")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=KMA%20Machines%20Wurm%20Distortion%20guitar%20pedal"; "KMA Machines Wurm Distortion")	gain	Distortion	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Lovepedal%20Eternity%20guitar%20pedal"; "Lovepedal Eternity")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Mad%20Professor%20Sweet%20Honey%20Overdrive%20guitar%20pedal"; "Mad Professor Sweet Honey Overdrive")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Maxon%20OD808%20Overdrive%20guitar%20pedal"; "Maxon OD808 Overdrive")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Maxon%20OD9%20Overdrive%20guitar%20pedal"; "Maxon OD9 Overdrive")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Mesa%20Boogie%20Flux-Five%20Overdrive%20guitar%20pedal"; "Mesa Boogie Flux-Five Overdrive")	gain	Distortion	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Mesa%2FBoogie%20Flux-Drive%20guitar%20pedal"; "Mesa/Boogie Flux-Drive")	gain	Distortion	7	screamer		
=HYPERLINK("https://www.google.com/search?q=Mesa%2FBoogie%20Throttle%20Box%20guitar%20pedal"; "Mesa/Boogie Throttle Box")	gain	Distortion	8	screamer		
=HYPERLINK("https://www.google.com/search?q=MXR%20CSP027%20Timmy%20Overdrive%20guitar%20pedal"; "MXR CSP027 Timmy Overdrive")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=MXR%20Distortion%2B%20(Block%20Logo)%20guitar%20pedal"; "MXR Distortion+ (Block Logo)")	gain	Distortion	6	burner		
=HYPERLINK("https://www.google.com/search?q=MXR%20EVH%205150%20Overdrive%20guitar%20pedal"; "MXR EVH 5150 Overdrive")	gain	Distortion	8	screamer		
=HYPERLINK("https://www.google.com/search?q=MXR%20M104%20Distortion%2B%20guitar%20pedal"; "MXR M104 Distortion+")	gain	Distortion	6	burner		
=HYPERLINK("https://www.google.com/search?q=MXR%20M116%20Fullbore%20Metal%20guitar%20pedal"; "MXR M116 Fullbore Metal")	gain	Distortion	9	melt my face		
=HYPERLINK("https://www.google.com/search?q=MXR%20M133%20Micro%20Amp%20guitar%20pedal"; "MXR M133 Micro Amp")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=MXR%20M193%20GT-OD%20guitar%20pedal"; "MXR M193 GT-OD")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=MXR%20M293%20Booster%20Mini%20guitar%20pedal"; "MXR M293 Booster Mini")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=MXR%20M294%20Sugar%20Drive%20guitar%20pedal"; "MXR M294 Sugar Drive")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=MXR%20M75%20Super%20Badass%20Distortion%20guitar%20pedal"; "MXR M75 Super Badass Distortion")	gain	Distortion	7	screamer		
=HYPERLINK("https://www.google.com/search?q=MXR%20M77%20Custom%20Badass%20Modified%20OD%20guitar%20pedal"; "MXR M77 Custom Badass Modified OD")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=MXR%20M78%20Custom%20Badass%2078%20Distortion%20guitar%20pedal"; "MXR M78 Custom Badass 78 Distortion")	gain	Overdrive	6	burner		
=HYPERLINK("https://www.google.com/search?q=Nordvang%2089%20OD%20guitar%20pedal"; "Nordvang 89 OD")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Orange%20Getaway%20Driver%20guitar%20pedal"; "Orange Getaway Driver")	gain	Boost	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Orange%20Two%20Stroke%20Boost%20EQ%20guitar%20pedal"; "Orange Two Stroke Boost EQ")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Paul%20Cochrane%20Timmy%20V3%20guitar%20pedal"; "Paul Cochrane Timmy V3")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Pro%20Co%20Fat%20Rat%20guitar%20pedal"; "Pro Co Fat Rat")	gain	Distortion	7	screamer		
=HYPERLINK("https://www.google.com/search?q=Pro%20Co%20RAT%202%20guitar%20pedal"; "Pro Co RAT 2")	gain	Distortion	7	screamer		
=HYPERLINK("https://www.google.com/search?q=ProCo%20RAT%20(Vintage%201980s)%20guitar%20pedal"; "ProCo RAT (Vintage 1980s)")	gain	Distortion	7	screamer		
=HYPERLINK("https://www.google.com/search?q=PRS%20Horsemeat%20Transparent%20Overdrive%20guitar%20pedal"; "PRS Horsemeat Transparent Overdrive")	gain	Distortion	6	burner		
=HYPERLINK("https://www.google.com/search?q=Revv%20G2%20Overdrive%20guitar%20pedal"; "Revv G2 Overdrive")	gain	Distortion	7	screamer		
=HYPERLINK("https://www.google.com/search?q=Revv%20G3%20Distortion%20guitar%20pedal"; "Revv G3 Distortion")	gain	Distortion	9	melt my face		
=HYPERLINK("https://www.google.com/search?q=Revv%20G4%20Distortion%20guitar%20pedal"; "Revv G4 Distortion")	gain	Distortion	10	melt my face		
=HYPERLINK("https://www.google.com/search?q=RYRA%20The%20Klone%20guitar%20pedal"; "RYRA The Klone")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Shin-ei%20FY-6%20Super%20Fuzz%20guitar%20pedal"; "Shin-ei FY-6 Super Fuzz")	gain	Fuzz	9	melt my face		
=HYPERLINK("https://www.google.com/search?q=Snouse%20BlackBox%202%20guitar%20pedal"; "Snouse BlackBox 2")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Sola%20Sound%20Tone%20Bender%20MK1%20guitar%20pedal"; "Sola Sound Tone Bender MK1")	gain	Fuzz	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Sola%20Sound%20Tone%20Bender%20MK2%20guitar%20pedal"; "Sola Sound Tone Bender MK2")	gain	Fuzz	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Suhr%20Riot%20Distortion%20guitar%20pedal"; "Suhr Riot Distortion")	gain	Distortion	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Suhr%20Riot%20Mini%20guitar%20pedal"; "Suhr Riot Mini")	gain	Distortion	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Supro%201305%20Drive%20guitar%20pedal"; "Supro 1305 Drive")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Cinders%20Overdrive%20guitar%20pedal"; "TC Electronic Cinders Overdrive")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Dark%20Matter%20Distortion%20guitar%20pedal"; "TC Electronic Dark Matter Distortion")	gain	Distortion	7	screamer		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20MojoMojo%20Overdrive%20guitar%20pedal"; "TC Electronic MojoMojo Overdrive")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Rusty%20Fuzz%20guitar%20pedal"; "TC Electronic Rusty Fuzz")	gain	Fuzz	7	screamer		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Spark%20Booster%20guitar%20pedal"; "TC Electronic Spark Booster")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Spark%20Mini%20Booster%20guitar%20pedal"; "TC Electronic Spark Mini Booster")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Zeus%20Drive%20guitar%20pedal"; "TC Electronic Zeus Drive")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Univox%20Super-Fuzz%20guitar%20pedal"; "Univox Super-Fuzz")	gain	Fuzz	9	melt my face		
=HYPERLINK("https://www.google.com/search?q=Vertex%20Steel%20String%20Clean%20Drive%20guitar%20pedal"; "Vertex Steel String Clean Drive")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Visual%20Sound%20Route%2066%20V2%20guitar%20pedal"; "Visual Sound Route 66 V2")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20385%20Overdrive%20guitar%20pedal"; "Walrus Audio 385 Overdrive")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Ages%20Five-State%20Overdrive%20guitar%20pedal"; "Walrus Audio Ages Five-State Overdrive")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Contraband%20guitar%20pedal"; "Walrus Audio Contraband")	gain	Fuzz	7	screamer		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Jupiter%20V2%20guitar%20pedal"; "Walrus Audio Jupiter V2")	gain	Fuzz	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Monument%20V2%20guitar%20pedal"; "Walrus Audio Monument V2")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Voyager%20Preamp%2FOverdrive%20guitar%20pedal"; "Walrus Audio Voyager Preamp/Overdrive")	gain	Overdrive	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Wampler%20Clarksdale%20Delta%20Overdrive%20guitar%20pedal"; "Wampler Clarksdale Delta Overdrive")	gain	Overdrive	5	burner		
=HYPERLINK("https://www.google.com/search?q=Wampler%20dB%2B%20Boost%2FBuffer%20guitar%20pedal"; "Wampler dB+ Boost/Buffer")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=Wampler%20Dracarys%20High%20Gain%20guitar%20pedal"; "Wampler Dracarys High Gain")	gain	Distortion	9	melt my face		
=HYPERLINK("https://www.google.com/search?q=Wampler%20Sovereign%20Distortion%20guitar%20pedal"; "Wampler Sovereign Distortion")	gain	Distortion	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Wampler%20Triple%20Wreck%20guitar%20pedal"; "Wampler Triple Wreck")	gain	Distortion	10	melt my face		
=HYPERLINK("https://www.google.com/search?q=Wampler%20Tumnus%20guitar%20pedal"; "Wampler Tumnus")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Wampler%20Tumnus%20Deluxe%20guitar%20pedal"; "Wampler Tumnus Deluxe")	gain	Overdrive	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Wren%20and%20Cuff%20Tall%20Font%20Russian%20guitar%20pedal"; "Wren and Cuff Tall Font Russian")	gain	Fuzz	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Wren%20and%20Cuff%20Tall%20Font%20Russian%20guitar%20pedal"; "Wren and Cuff Tall Font Russian")	gain	Fuzz	8	screamer		
=HYPERLINK("https://www.google.com/search?q=Xotic%20AC%20Booster%20guitar%20pedal"; "Xotic AC Booster")	gain	Boost	4	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Xotic%20EP%20Booster%20guitar%20pedal"; "Xotic EP Booster")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=Xotic%20RC%20Booster%20V2%20guitar%20pedal"; "Xotic RC Booster V2")	gain	Boost	3	dirty bird		
=HYPERLINK("https://www.google.com/search?q=Z.Vex%20Fuzz%20Factory%20(Hand-Painted)%20guitar%20pedal"; "Z.Vex Fuzz Factory (Hand-Painted)")	gain	Fuzz	8	screamer		
=HYPERLINK("https://www.google.com/search?q=ZVEX%20Fuzz%20Factory%20guitar%20pedal"; "ZVEX Fuzz Factory")	gain	Fuzz	9	melt my face		
=HYPERLINK("https://www.google.com/search?q=ZVEX%20Fuzz%20Factory%207%20guitar%20pedal"; "ZVEX Fuzz Factory 7")	gain	Fuzz	10	melt my face		
=HYPERLINK("https://www.google.com/search?q=ZVEX%20Super%20Hard%20On%20guitar%20pedal"; "ZVEX Super Hard On")	gain	Boost	2	mr. clean		
=HYPERLINK("https://www.google.com/search?q=ZVEX%20Woolly%20Mammoth%20guitar%20pedal"; "ZVEX Woolly Mammoth")	gain	Fuzz	9	melt my face		
=HYPERLINK("https://www.google.com/search?q=Analog%20Man%20Bi-Chorus%20guitar%20pedal"; "Analog Man Bi-Chorus")	modulation	Chorus	10	twister		
=HYPERLINK("https://www.google.com/search?q=Boss%20BF-2%20Flanger%20guitar%20pedal"; "Boss BF-2 Flanger")	modulation	Flanger	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Boss%20BF-3%20Flanger%20guitar%20pedal"; "Boss BF-3 Flanger")	modulation	Flanger	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Boss%20CE-1%20Chorus%20Ensemble%20guitar%20pedal"; "Boss CE-1 Chorus Ensemble")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Boss%20CE-2W%20Waza%20Craft%20Chorus%20guitar%20pedal"; "Boss CE-2W Waza Craft Chorus")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Boss%20CE-2W%20Waza%20Craft%20Chorus%20guitar%20pedal"; "Boss CE-2W Waza Craft Chorus")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Boss%20CH-1%20Super%20Chorus%20guitar%20pedal"; "Boss CH-1 Super Chorus")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Boss%20DC-2W%20Waza%20Craft%20Dimension%20C%20guitar%20pedal"; "Boss DC-2W Waza Craft Dimension C")	modulation	Chorus	9	twister		
=HYPERLINK("https://www.google.com/search?q=Boss%20PH-1R%20Phaser%20guitar%20pedal"; "Boss PH-1R Phaser")	modulation	Phaser	6	swirly		
=HYPERLINK("https://www.google.com/search?q=Boss%20PH-3%20Phase%20Shifter%20guitar%20pedal"; "Boss PH-3 Phase Shifter")	modulation	Phaser	9	twister		
=HYPERLINK("https://www.google.com/search?q=Boss%20RT-20%20Rotary%20Ensemble%20guitar%20pedal"; "Boss RT-20 Rotary Ensemble")	modulation	Rotary	10	twister		
=HYPERLINK("https://www.google.com/search?q=Boss%20TR-2%20Tremolo%20guitar%20pedal"; "Boss TR-2 Tremolo")	modulation	Tremolo	6	swirly		
=HYPERLINK("https://www.google.com/search?q=Boss%20VB-2%20Vibrato%20guitar%20pedal"; "Boss VB-2 Vibrato")	modulation	Vibrato	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Boss%20VB-2W%20Waza%20Craft%20Vibrato%20guitar%20pedal"; "Boss VB-2W Waza Craft Vibrato")	modulation	Vibrato	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Caroline%20Guitar%20Company%20Somersault%20guitar%20pedal"; "Caroline Guitar Company Somersault")	modulation	Chorus	10	twister		
=HYPERLINK("https://www.google.com/search?q=Chase%20Bliss%20Audio%20Warped%20Vinyl%20HiFi%20guitar%20pedal"; "Chase Bliss Audio Warped Vinyl HiFi")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=DOD%20FX13%20Gonkulator%20guitar%20pedal"; "DOD FX13 Gonkulator")	modulation	Ring Mod	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Dunlop%20JHM3%20Jimi%20Hendrix%20Uni-Vibe%20guitar%20pedal"; "Dunlop JHM3 Jimi Hendrix Uni-Vibe")	modulation	Vibrato	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Aqueduct%20Vibrato%20guitar%20pedal"; "EarthQuaker Devices Aqueduct Vibrato")	modulation	Vibrato	9	twister		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Grand%20Orbiter%20V3%20guitar%20pedal"; "EarthQuaker Devices Grand Orbiter V3")	modulation	Phaser	9	twister		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Hummingbird%20V4%20guitar%20pedal"; "EarthQuaker Devices Hummingbird V4")	modulation	Tremolo	9	twister		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Pyramids%20guitar%20pedal"; "EarthQuaker Devices Pyramids")	modulation	Flanger	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Sea%20Machine%20V3%20guitar%20pedal"; "EarthQuaker Devices Sea Machine V3")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Bad%20Stone%20guitar%20pedal"; "Electro-Harmonix Bad Stone")	modulation	Phaser	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Bass%20Clone%20guitar%20pedal"; "Electro-Harmonix Bass Clone")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Eddy%20Analog%20Vibrato%2FChorus%20guitar%20pedal"; "Electro-Harmonix Eddy Analog Vibrato/Chorus")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Electric%20Mistress%20guitar%20pedal"; "Electro-Harmonix Electric Mistress")	modulation	Flanger	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Electric%20Mistress%20(Deluxe%20V1)%20guitar%20pedal"; "Electro-Harmonix Electric Mistress (Deluxe V1)")	modulation	Flanger	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Good%20Vibes%20guitar%20pedal"; "Electro-Harmonix Good Vibes")	modulation	Vibrato	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Lester%20G%20Deluxe%20guitar%20pedal"; "Electro-Harmonix Lester G Deluxe")	modulation	Rotary	10	twister		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Lester%20K%20guitar%20pedal"; "Electro-Harmonix Lester K")	modulation	Rotary	9	twister		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Nano%20Small%20Stone%20guitar%20pedal"; "Electro-Harmonix Nano Small Stone")	modulation	Phaser	6	swirly		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Neo%20Clone%20guitar%20pedal"; "Electro-Harmonix Neo Clone")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Neo%20Mistress%20guitar%20pedal"; "Electro-Harmonix Neo Mistress")	modulation	Flanger	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Pulsar%20Stereo%20Tremolo%20guitar%20pedal"; "Electro-Harmonix Pulsar Stereo Tremolo")	modulation	Tremolo	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Small%20Clone%20guitar%20pedal"; "Electro-Harmonix Small Clone")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Small%20Stone%20(V1)%20guitar%20pedal"; "Electro-Harmonix Small Stone (V1)")	modulation	Phaser	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Small%20Stone%20Nano%20guitar%20pedal"; "Electro-Harmonix Small Stone Nano")	modulation	Phaser	6	swirly		
=HYPERLINK("https://www.google.com/search?q=Empress%20Effects%20Phaser%20guitar%20pedal"; "Empress Effects Phaser")	modulation	Phaser	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Fender%20Tre-Verb%20guitar%20pedal"; "Fender Tre-Verb")	modulation	Tremolo	9	twister		
=HYPERLINK("https://www.google.com/search?q=Foxgear%20Fenix%20guitar%20pedal"; "Foxgear Fenix")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Fulltone%20MDV3%20Mini%20Deja-Vibe%20guitar%20pedal"; "Fulltone MDV3 Mini Deja-Vibe")	modulation	Vibrato	9	twister		
=HYPERLINK("https://www.google.com/search?q=Fulltone%20Supa-Trem%202%20guitar%20pedal"; "Fulltone Supa-Trem 2")	modulation	Tremolo	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=JHS%203%20Series%20Chorus%20guitar%20pedal"; "JHS 3 Series Chorus")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=JHS%203%20Series%20Phaser%20guitar%20pedal"; "JHS 3 Series Phaser")	modulation	Phaser	6	swirly		
=HYPERLINK("https://www.google.com/search?q=JHS%20Emperor%20V2%20guitar%20pedal"; "JHS Emperor V2")	modulation	Chorus	9	twister		
=HYPERLINK("https://www.google.com/search?q=JHS%20Kodiak%20guitar%20pedal"; "JHS Kodiak")	modulation	Tremolo	9	twister		
=HYPERLINK("https://www.google.com/search?q=JHS%20Unicorn%20V2%20guitar%20pedal"; "JHS Unicorn V2")	modulation	Vibrato	10	twister		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Bubbletron%20Dynamic%20Flanger%2FPhaser%20guitar%20pedal"; "Keeley Bubbletron Dynamic Flanger/Phaser")	modulation	Phaser	10	twister		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Dyno%20My%20Roto%20guitar%20pedal"; "Keeley Dyno My Roto")	modulation	Chorus	10	twister		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Seafoam%20Plus%20Chorus%20guitar%20pedal"; "Keeley Seafoam Plus Chorus")	modulation	Chorus	9	twister		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Tremolo%20Workstation%20guitar%20pedal"; "Keeley Tremolo Workstation")	modulation	Tremolo	10	twister		
=HYPERLINK("https://www.google.com/search?q=Line%206%20MM4%20Modulation%20Modeler%20guitar%20pedal"; "Line 6 MM4 Modulation Modeler")	modulation	Multi	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Lovetone%20Doppelganger%20guitar%20pedal"; "Lovetone Doppelganger")	modulation	Phaser	10	twister		
=HYPERLINK("https://www.google.com/search?q=Mad%20Professor%20Electric%20Blue%20Chorus%20guitar%20pedal"; "Mad Professor Electric Blue Chorus")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Meris%20Ottobit%20Jr.%20guitar%20pedal"; "Meris Ottobit Jr.")	modulation	Other	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Mu-Tron%20Bi-Phase%20guitar%20pedal"; "Mu-Tron Bi-Phase")	modulation	Phaser	9	twister		
=HYPERLINK("https://www.google.com/search?q=MXR%20EVH%20Phase%2090%20guitar%20pedal"; "MXR EVH Phase 90")	modulation	Phaser	6	swirly		
=HYPERLINK("https://www.google.com/search?q=MXR%20M101%20Phase%2090%20guitar%20pedal"; "MXR M101 Phase 90")	modulation	Phaser	6	swirly		
=HYPERLINK("https://www.google.com/search?q=MXR%20M117R%20Flanger%20guitar%20pedal"; "MXR M117R Flanger")	modulation	Flanger	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=MXR%20M152%20Micro%20Flanger%20guitar%20pedal"; "MXR M152 Micro Flanger")	modulation	Flanger	6	swirly		
=HYPERLINK("https://www.google.com/search?q=MXR%20M234%20Analog%20Chorus%20guitar%20pedal"; "MXR M234 Analog Chorus")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=MXR%20M290%20Phase%2095%20Mini%20guitar%20pedal"; "MXR M290 Phase 95 Mini")	modulation	Phaser	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=MXR%20M68%20Uni-Vibe%20guitar%20pedal"; "MXR M68 Uni-Vibe")	modulation	Vibrato	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=MXR%20M83%20Bass%20Chorus%20Deluxe%20guitar%20pedal"; "MXR M83 Bass Chorus Deluxe")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=MXR%20M99%20Phase%2099%20guitar%20pedal"; "MXR M99 Phase 99")	modulation	Phaser	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=MXR%20Phase%2090%20(Script%20Logo)%20guitar%20pedal"; "MXR Phase 90 (Script Logo)")	modulation	Phaser	6	swirly		
=HYPERLINK("https://www.google.com/search?q=Neo%20Instruments%20Ventilator%20II%20guitar%20pedal"; "Neo Instruments Ventilator II")	modulation	Rotary	9	twister		
